taxonomy_id	count
36064	0
5250	0
1322061	0
456999	64
452333	0
5338	0
2982316	0
654128	0
34448	0
181124	7
452284	0
5257	0
5267	0
5268	0
63265	0
280036	54
2689624	0
5270	8
1538075	0
162474	0
742845	0
55193	0
2020962	9
223818	6
29000	0
162484	0
5258	0
5262	0
5296	6
27350	0
168172	30
208348	29
112252	0
1913637	0
214504	0
214506	0
36750	0
36751	0
1129544	0
588596	24
33208	0
6072	0
33213	0
33511	0
7711	0
89593	0
7742	0
7776	0
117570	0
117571	0
8287	0
1338369	0
32523	0
32524	0
40674	0
32525	0
9347	0
1437010	0
314146	0
9443	0
376913	0
314293	0
9526	0
314295	0
9604	0
207598	0
9605	0
9606	454
33090	0
35493	0
131221	0
3193	0
58023	0
78536	0
58024	0
3398	0
1437183	0
71240	0
91827	0
1437201	0
71275	0
91835	0
3744	0
3481	0
3484	0
3486	321
71239	0
3650	0
1003877	0
3655	0
3659	152
2	10021
3379134	5860
1224	2319
28211	425
356	337
82115	91
227290	343
357	850
1183400	133
358	136902
1300224	10703
1300225	10699
1435057	373
1176649	761
362	244
160699	3369
2792015	1257
648995	1040
2735528	933
2632611	29
1841651	379
1279031	178
2580515	152
1842536	67
2664893	38
2579248	25
2820002	10
1585697	758
373	455
2862866	364
1183413	347
28099	312
379	472
2613769	466
2815360	2520
2291939	347
2603277	336
2613770	323
2849093	312
2795216	266
2952477	261
2806346	217
3382192	215
3019602	214
3243057	212
2775403	168
2028343	86
3389070	85
3039156	75
1223565	71
2918527	68
2917727	58
2731112	57
3039157	56
1981173	55
2020312	53
3045157	53
2731096	47
3045156	40
2819994	33
3138065	31
2020311	21
2819999	19
3138253	16
3138255	16
2785056	14
3138252	12
3138254	10
2048897	10
3039160	8
2020313	2
3024242	1
3024248	1
2267833	2620
384	137
387	168
936136	53
386	42
395492	90
754523	24
359	179
311403	53
396	120
526949	17
56730	7
142627	0
1041138	127
1368430	127
240521	105
451876	90
2041385	88
50338	78
2081791	68
398	0
698761	55
29449	12
538025	23
323733	0
1432050	11
1328306	2
1312183	43
1138194	35
3019934	32
293958	30
1138189	25
2583231	24
1538158	18
1184720	0
2018689	16
1538159	15
1138190	7
1076926	6
2867516	6
3019933	3
158891	2
3019932	1
1525371	5
399	34
323655	0
1028800	240
323656	0
1028801	100
2629175	0
1825976	187
2978974	40
2060726	23
515361	36
1612611	0
2643050	0
3133975	95
3031126	61
1395951	22
78526	0
3025782	0
311402	131
379684	16
1903858	5
1335061	12
1125847	1
323620	19
2643062	157
879274	3835
2715959	395
2925841	91
352475	1504
1967501	63
2871820	39
227292	11
28105	34
2613772	4
1842534	345
2613773	45
794846	15
382	62
1041157	6
693982	2
1235461	1
110321	49
366394	2
935558	1
663276	0
380	15
394	23
882101	3
1128330	1
375549	34
110322	10
1752398	9
680247	6
716925	0
716928	5
158892	4
194963	2
1408224	2
680248	3
501572	2
106591	0
106592	163
2633371	0
2811423	57
1041159	6
555315	20
1708715	8
3070965	0
2926709	216
2040486	0
2040488	0
2040489	25
274591	0
288436	4
2614931	0
1620421	2
3388653	2
244596	0
411684	1
2853332	0
1813451	6
2919917	3
2661800	1
2661801	0
3028319	3
2341112	2
1649463	0
2647570	0
2305987	1
2831106	11
46913	81
196773	225
1736675	1337
2976680	1050
3017325	1015
1871048	961
2976459	950
2806348	523
3126689	423
2083786	327
3345148	245
2499144	101
2759954	82
3026161	82
3049774	82
400770	239
2774137	231
191302	224
2917991	107
2657486	105
2860336	101
2801335	100
3026418	8
3026423	5
1082930	5
1046114	19
531813	16
2623280	4
2967130	11
1881069	1
2984530	9
1573407	0
1335043	27
1447062	27
3064792	0
2909283	13
2831100	0
85413	2
2653178	15
3350165	902
2020412	326
1792307	65
1867715	61
2969621	43
2015316	38
2599640	24
1842539	15
1871050	14
3080057	9
3068632	54
151416	10
1526658	6
41294	17
374	139
2631580	57
2782665	23
2782662	20
1325100	13
2954771	12
3039154	12
3239388	11
83637	10
1404443	9
592064	9
2782654	8
578924	8
115808	8
3049772	7
288000	6
1325112	6
1404888	6
858422	6
2831780	5
3080012	5
3080013	5
3039159	5
3039153	5
1521768	4
1685970	4
3139729	4
3039158	4
3140245	4
114615	4
3344828	4
2976822	3
578920	3
3140246	2
2782659	2
3080015	2
208375	2
2782641	2
2590772	2
2057741	2
319017	1
578928	1
439387	1
3080014	1
2782655	1
376	1
2898442	1
3133974	1
3341829	1
1685958	1
1223566	1
1325102	1
3140247	1
1404429	1
1325114	1
3140244	1
44255	0
1245469	38
1325095	38
1355477	35
722472	34
1437360	25
3056648	14
1419277	12
255045	11
29448	11
2854389	9
858423	6
1274631	5
1404768	5
1404367	4
2992140	1
2823807	3
2840469	4
280333	4
931866	4
83627	3
375	3
2898149	3
2736875	3
990078	3
2748629	2
190148	2
1404864	1
244734	1
1325115	1
136996	1
1395974	3
340268	479
2631404	5
3076039	8
1404741	6
1404799	1
2592814	1
2592815	1
943830	8
1073	0
475937	67
1076	48
316058	4
2638247	0
2991972	16
3034676	1
911	0
912	0
323097	3
1033	0
40137	1
1649510	0
1333996	1
69277	11
68287	26
325217	124
2108445	90
2584466	68
3166644	55
2082387	37
2589888	35
3077335	26
2654248	25
2744518	21
2865839	20
2589967	20
2589903	20
2744521	18
2483404	17
2483403	16
2654249	15
2493668	15
2777475	14
2493672	13
2865838	13
2493676	13
2589976	13
2493675	12
2744522	12
2493673	11
2493681	10
2744517	10
2493680	10
2493678	10
2493674	10
2744515	9
278153	9
1854057	9
2493669	9
2493671	8
2880934	8
2744523	8
2493670	7
2493677	6
2865837	6
2744516	5
2956823	5
2744520	4
2483402	3
2956834	2
3376989	1
2956824	1
2956832	1
2589974	1
2725666	16
3074855	7
593909	5
536019	1
2775404	5
39645	2
278148	2
71433	0
1082933	4
1777866	4
475069	3
28104	2
536018	0
754035	2
381	0
935548	1
43617	1
2066070	1
31988	9
2644704	7
3374549	145
3133697	9
2774562	2
374606	1
2979870	1
83265	4
28100	0
1867719	32
2638441	0
2978392	11
2718938	10
555316	7
555317	1
245876	1
2641084	0
1756988	19
430679	5
2267699	5
2599600	3
889300	2
2911176	0
675281	14
1670800	7
449972	0
2643807	0
3028735	3
335928	0
99	5
2626613	6
1850374	222
3039801	47
2995166	40
921	0
639283	169
223390	104
1745854	24
152053	0
2615126	0
2709380	17
279	4
2528964	8
280	3
2623496	0
2419844	1
45402	0
2663263	0
2820278	14
6	0
7	0
438753	4
204476	0
2688601	0
2789216	4
556257	0
2638514	0
2562284	1
118882	0
2826938	21
234	32
529	123
94625	120
1218315	76
571256	39
2632610	1
3142977	24
3045175	4
1844051	2
2769351	1
2886044	1
370111	22
419475	17
29459	1
528	0
271865	10
354349	1
2647013	0
2879116	5
119045	1
407	16
374432	26
2615210	4
1479019	7
925818	2
2202826	2
2603276	2
2894310	1
3038924	1
1775910	12
270351	11
114616	0
460265	9
269660	7
2202828	7
2984843	4
2202825	4
2051553	4
107400	3
2202827	3
31998	1
426355	1
570505	2
334852	2
2282523	7
223967	25
441620	34
408	5
440085	5
661410	2
272630	1
2648467	0
2897334	7
186650	1
2617746	0
2082949	9
3273802	6
2807101	1
1882682	4
2740529	3
864069	1
655351	0
655352	1
655353	201
1002545	0
1002546	34
2631913	0
1798205	1
255475	0
293088	1
1486262	25
293089	0
1122214	11
2629616	5
686597	2
2583532	4
414371	3
2615206	0
1349819	12
2816454	2
2826993	2
1701758	12
370622	8
2758041	4
182269	0
2638230	0
2906072	38
1775688	0
2986949	3
2821832	4
227873	0
121719	34
1402210	1
1406135	0
2624130	0
2304600	18
2065378	2
152161	0
538381	10
2629676	0
1881061	8
150830	0
388408	4
187304	3
2629323	0
3016006	1
478070	0
2648686	0
2590016	2
45404	0
532	0
533	0
31994	0
395963	65
120652	0
227605	12
1156568	0
2640612	0
2293567	7
45401	0
81	0
53399	0
670307	16
2619925	0
300273	7
717785	1
2682968	1
29407	0
2619116	0
674703	12
1484898	0
2617503	0
2170729	5
1485594	0
2625955	0
2742204	1
2843308	0
261933	0
442120	0
442121	21
2627136	0
3239306	15
2792775	0
1502180	0
2636536	0
3149229	33
2831111	0
166953	0
2649303	0
2795690	30
31993	0
133	4
2625913	0
743836	7
2654282	1
391905	7
425	0
426	0
595536	3
772	0
773	0
774	20
2813035	0
2838250	0
2593653	9
256616	0
256618	0
402881	2
444432	0
2614933	0
1922226	2
119042	0
169055	0
2623691	0
2712222	4
212791	0
2632691	0
1894999	4
1734920	0
1235591	2
2843305	0
1632780	0
1940610	5
2570229	5
2036754	0
28209	1
2638111	0
1702325	2
444444	1
2829814	0
1915401	0
1852022	2
1594166	0
2742145	1
2685818	0
1904377	0
2631034	0
2928472	2
3149307	0
2712688	0
2712698	2
2831090	0
59282	0
2233851	2
2723775	0
2723776	0
2880931	0
2880932	1
2172021	0
3382645	0
3162530	1
2137278	0
690086	0
2646111	0
2766526	1
3149309	0
2041902	0
1437009	1
204457	4
41297	38
165695	72
13690	6776
2611147	8
2565554	98
2979467	96
2185111	66
2082188	33
1144307	29
2676077	25
1843368	24
2930091	14
3114999	9
3038927	7
2733867	6
2878542	3
2970925	3
2072936	2
1855519	2
407020	2
627192	1
2878545	1
3024245	1
1332080	79
336203	0
1208342	21
121428	18
1592790	10
120107	5
332055	0
861109	4
135719	2
46429	0
690566	1
1886786	1
165696	3
2896849	2763
158500	2253
2644732	10
3349877	70
1609758	68
2025349	34
3109595	21
3127640	21
2675225	17
2780074	17
164608	15
1016987	11
3127639	5
2571749	3
3079861	3
702113	2
3025670	1
2698673	7
13688	4
48935	0
279238	4
1176536	4
205844	0
1088721	2
2728851	2
165697	14
33052	0
2448440	76
1219058	175
310580	0
310581	111
2614943	0
2933562	60
2482763	14
2968500	12
2830667	7
292913	3
3122054	3
2486273	2
1357916	1
1914525	1
2565556	1
2976533	1
436663	5
2054227	5
33050	4
117207	0
317655	4
267128	4
3114367	3
180400	1
13687	24
196159	5
304378	39
2735134	29
1961362	24
1517554	8
2950605	5
3014784	5
2898433	5
2968057	4
2653203	4
1390395	4
745310	4
1523415	3
3018036	3
2937787	3
2937788	3
2219696	2
3078265	2
2596913	2
3243051	2
3095341	1
3062169	1
3234199	1
3018446	1
399176	1
2903960	1
2714942	1
1938607	1
1030157	1
1813879	47
296544	22
68569	21
2594473	20
28213	11
363835	11
13689	8
3012344	8
298708	7
2319844	6
397260	0
1123269	6
2899123	5
563996	4
2764186	4
1541170	4
2681549	3
2698679	3
1560345	3
2872652	3
1327635	3
2949093	2
1813468	2
424800	2
185951	2
152682	0
621456	2
33051	2
2918765	1
2972485	1
2762591	1
2759526	1
3132797	1
2698828	1
2599297	1
2071607	1
1549858	1
1176646	1
93064	1
1434046	0
1913578	15
2614947	0
1922222	7
2584094	3
1234545	0
2621071	0
2724527	8
1649486	0
160791	2
2711156	2
1850238	1
150203	2
2626550	2
2676781	0
1550733	4
2823232	0
941907	2
1227948	0
2627843	0
3133972	2
2709685	0
394733	0
1123271	1
2806553	1
2676233	0
2676235	0
2762748	1
2711215	1
2685927	0
1921510	2
3382518	0
3071408	1
1124625	0
3075605	1
335929	0
361177	0
2614945	0
3349333	34
2604537	2
3108391	2
2676755	0
2676756	0
3121290	23
1267766	8
1855416	1
2645039	6
255984	5
192812	2
604088	2
2867231	2
225971	1
2909673	1
2800788	0
1041	0
2633097	0
2829500	5
2011159	2
2587851	2
1042	1
2653850	1
3025315	1
1112	3
2909249	3
1111	0
2683265	0
2003315	1
2854260	1
2827482	0
2827483	0
2872646	8
1295327	0
450378	3
2800681	0
2800693	0
3003265	1
3009083	1
1648404	1
2800686	0
1982042	1
2338327	1
2800703	0
3042152	1
2800682	0
645517	2
2800685	0
538382	1
543877	1
2800680	0
3053610	1
2820280	0
335405	0
335406	19
2644549	0
1892855	1
1508451	1
2629224	0
2862331	1
2883109	0
2759707	1
2844881	0
541	0
542	0
120045	0
622759	1
204458	0
76892	3
75	5
1679497	2593
88688	983
509190	7
2648921	0
3374551	58
3161137	15
69665	9
3015996	4
155892	28
190650	1
2010972	28
69666	8
2708539	8
69395	1
41275	7
2622653	9
2591463	1907
2579977	24
3015999	13
1532555	12
1938605	7
2561924	7
2861285	4
1827469	3
3093845	3
2752515	3
2995143	2
3015997	2
2560058	2
3126100	2
3133089	2
3068314	1
74326	53
293	23
1312364	13
41276	12
13160	10
114552	0
213418	10
74315	9
74313	6
633149	2
588932	6
74329	6
172043	5
2774190	5
1325724	3
2774189	2
2800818	1
76890	0
78587	72
2628350	1
2840468	3
2995155	1
20	0
2640670	0
2903901	11
284016	0
450851	2
2201350	2
2823693	1
3120395	0
433	0
2870717	0
204525	382
320496	0
320497	32
434	0
151157	0
435	18
431306	4
104102	2
2791118	0
2558360	17
2804525	0
1484109	6
1434011	0
1053551	5
33995	1
441	0
318683	3
38308	1
586239	1
504465	0
504468	5
1223423	0
661191	3
1519186	0
2635836	0
3049350	2
1216886	1
2870712	0
2870718	0
3114537	3
1079922	0
2070537	1
364409	0
364410	1
2952773	0
2558361	1
3385906	1
125216	32
2768162	39
2768161	19
2897332	15
257708	7
204527	7
207340	13
1750527	6
2617492	0
3342640	3
2018065	2
1706033	0
3099324	0
3133721	5
1225128	1
35812	0
2771361	3
3385905	0
50709	0
2648610	0
2697363	3
2690195	0
457933	0
2843330	1
204455	14
31989	19
265	2
82367	33
2688777	1
2589076	7
1263728	5
2760307	3
2895796	3
3017782	1
3064531	10
147645	9
184748	9
34003	0
1367847	5
34004	5
1077935	2
2812658	2
1545044	2
658446	2
453842	2
659350	1
266	1
1529068	1
3017783	1
1945662	1
2065379	1
2259340	1
2560053	1
34007	1
2903900	1
1653176	0
43057	18
1063	5
2083206	0
379347	12
2937410	0
2937411	0
3138498	9
1679449	0
2614904	0
3344875	4
1537215	3
2613965	1
2211641	0
3137368	4
245188	3
2680018	0
1852017	6
1443919	0
2494374	5
2738399	0
2483033	2
2997337	2
1617805	0
2623618	0
3039851	4
34008	1
2631432	0
308754	2
35806	1
1209946	0
564137	3
2818469	0
3042299	3
2831955	0
2748098	3
366614	0
195105	3
285107	2
1549850	1
1844015	0
2789856	3
1813601	0
2641312	0
3242492	2
2795377	0
2588711	1
3118803	0
2978973	1
2683599	0
2579971	1
2946607	0
2807096	1
3029205	0
2881234	1
2211635	0
1715691	1
2109360	0
2629683	0
3233343	1
2854170	16
92944	0
92945	53
92947	3
60136	7
196795	0
2867022	3
3238304	2
3233575	2
3100174	2
664426	2
83219	5
225422	3
1775881	3
1917485	2
60137	1
2829501	1
263377	0
2640570	0
3029062	22
1250539	4
97050	0
981384	10
2625375	0
2793010	6
292414	2
367771	0
42444	15
2854186	0
1402135	6
2854199	0
2883100	4
3350098	2
74030	0
2614913	0
2587847	9
2587846	1
2494550	1
191028	0
2614906	0
2867016	5
1396826	3
506591	1
93682	0
1379903	6
2639302	1
335927	0
53501	3
2619711	0
3096994	2
302485	1
60890	1
221822	1
2621772	0
1086632	1
58842	0
2624628	4
875170	0
875171	1
1188777	0
1303376	1
1758178	1
1433986	0
2649852	0
1609966	3
1434019	0
561184	3
481178	0
481181	2
599653	0
3058420	2
1434014	0
576131	2
2433	0
1537242	2
315422	0
2614920	0
3079304	1
188905	0
2645469	0
2867012	1
436357	0
2633072	0
2017482	1
53945	0
196158	0
2602067	1
3374108	0
1060	0
1850250	4
1061	1
272942	2
196779	0
2033869	1
204441	2
2829815	0
191	12
2630922	0
3160608	8
652764	4
3159496	3
664962	1
709810	1
192	11
1064539	6
861533	4
193	0
862719	3
682998	2
2970906	2
204447	0
1789672	3
1817965	1
2775420	1
2478349	0
2220096	1
41295	0
13134	0
2617991	0
1663591	22
55518	0
431944	0
1430440	2
1263978	0
1263979	0
1193729	3
1612157	0
1084	0
1150469	1
2821512	0
2164067	1
2813951	0
196080	0
2614952	0
2560057	17
3031144	0
2705399	0
2602016	13
2602015	1
2844866	0
168934	3
168935	2
2048283	2
2648997	0
2785911	2
2844864	0
526215	0
2632499	0
3100173	2
390876	0
1862145	1
3036766	0
3031148	0
84159	0
342108	3
2844601	0
93	0
94	1
3031145	0
1804663	0
1549855	1
2800059	0
2800061	0
74317	0
74318	53
394221	6
1649466	0
2029849	4
2004661	0
2638931	0
2749086	4
2800062	0
1246884	0
1128113	8
766	1
775	0
33988	1
69474	0
784	34
780	0
114277	10
114295	0
3066267	6
3066251	1
1129742	0
33990	1
1522201	0
1346319	1
942	0
768	0
949	1
952	0
953	0
2640676	0
3066149	1
362534	0
1549128	0
3058346	0
3024400	41
1331809	0
288021	0
2161677	1
1921002	0
1777752	0
3163645	0
2741701	14
44746	0
1920992	0
1921001	2
2800060	0
69657	0
85	0
225297	0
225298	7
81032	0
228405	6
2630699	0
1873716	1
1906738	1
510684	0
510685	0
510690	0
2950108	9
3108222	0
2066434	0
171436	0
171437	8
657419	1
1191478	0
1191479	0
162171	0
1124597	0
156889	4
54526	0
1655514	0
198251	2
2647897	0
1977865	1
255473	0
255474	0
2038635	0
3143534	2
2066490	0
2066491	0
2813804	0
2043170	1
1236	944
135614	14
32033	72
83614	26
2901869	47358
2629088	5
3366815	977
2925842	326
2761107	35
2799325	19
3108176	16
2799326	13
2508168	9
2006110	96
1176533	22
2565782	1
40323	74
995085	2
40324	15100
868597	10521
522373	59
1190567	42
2961925	5
2072405	75
2072407	17
2072408	12
2072414	9
2072406	4
2072409	4
2072412	2
2871169	10
196198	23
2005046	86
1827305	61
3027225	57
3051119	39
2565559	17
3055079	16
3051120	15
3390038	6
3068324	6
2282124	6
1904944	4
3055080	4
2954546	3
2742129	3
2770322	2
2871174	1
2886359	1
3384161	1
2303750	1
2691571	1
2682487	1
2771362	48
487698	24
216778	11
3003272	7
2760084	2
2045214	1
338	68
2643310	14
3115848	128
2081477	18
3161567	17
2982531	11
3240912	4
3161569	3
3160841	3
3240913	2
3243407	1
487557	1
339	97
340	2
1358009	7
359385	8
92826	2
149696	1
643453	0
346	14
611301	28
473421	4
454595	1
487862	1
3003247	43
56458	18
2259622	14
56455	13
56460	1
925775	9
1843581	9
3390202	0
343	6
134875	1
3390025	0
152263	1
56454	3
453602	5
743699	7
56448	0
195709	3
69929	1
48664	3
456327	0
207721	0
1437449	2
1885674	2
29447	2
56459	0
487849	1
2053930	1
53413	0
1982677	0
375353	1
347	1
83618	0
314722	2
743721	22
128785	18
69284	14
2645906	1
2995142	3
2571115	2
2969308	2
3350175	2
415229	0
1045855	4
266061	2
266062	2
68	2
2635362	0
3383698	24
2762611	5
2904253	3
2925843	2
2781021	1
2820808	1
2904252	1
435897	13
2764185	5
262324	2
453783	2
69	1
84531	1
1792846	1
141948	0
2884874	33
2633315	0
2714945	4
215691	1
1463158	1
2709666	0
2511995	3
3382694	0
1324796	3
3382699	0
2822368	3
3382696	0
2763317	1
2865112	1
3382698	0
1605891	1
1775411	0
75309	0
2621553	0
2778082	9
3031330	8
3158582	2
416169	4
582702	2
666685	1
242605	0
564369	15
2911538	3
2911539	3
2911537	1
231454	0
2634549	0
2994496	15
231455	0
1217721	1
445710	1
2763498	1
3069105	1
1453544	0
2976241	6
2636986	0
3350178	5
2233801	0
2021234	8
70411	0
1542730	2
323413	0
323415	0
1300342	1
72274	3
135621	32
286	1421
136845	74
47880	142
743720	13673
303	6227
1081940	1770
1384061	409
931281	203
1150601	189
231023	184
1196325	152
1193499	94
1331671	84
1215087	66
1215088	38
160488	35
76869	28
1042876	6
1211579	2
2962856	0
3122582	232
2078786	69
1940636	41
47885	24
70775	14
78327	6
1940621	3
76759	2
1785161	2
2217867	1
196821	335
2083052	226
2866808	220
2069256	147
147212	145
2892442	128
2730848	118
3048622	74
3048607	73
3235111	68
3034675	45
3144667	41
1357074	36
1206777	30
2729423	30
3381355	29
3019968	26
2961531	25
2735906	25
2874628	24
3119004	23
3077589	22
1338689	22
1898684	22
2954078	22
2920387	22
1736226	21
3019098	21
2054919	21
3096605	21
1028989	20
2774459	20
2972478	19
2983246	16
3074146	16
1294143	15
3344874	15
3388343	14
2604941	14
3367525	13
2705472	11
2678260	11
3040605	10
3110111	10
2487887	10
3029060	10
75692	10
2871095	10
107445	10
2991051	9
2986947	9
2895482	9
2870750	8
2512235	8
2954094	8
2614442	8
2954087	8
2804761	7
3048629	7
2201998	7
2498848	7
2954093	7
2662033	6
2895486	6
3141539	6
3137451	6
2895475	6
1283291	6
2994661	6
1930532	6
3040601	6
3048630	6
1173270	5
2895493	5
2678259	5
2774873	5
3388489	5
3162567	5
2678261	4
3230301	4
3235108	4
2954092	4
2479392	4
2856556	4
2986074	4
2926671	4
2653853	4
2895490	4
3122079	4
1259844	4
2867409	3
3242725	3
2867408	3
2678257	3
2933816	3
2944234	3
2954086	3
2954090	3
118613	3
1611770	3
1344094	3
2883205	3
2795724	3
2749999	3
2864101	3
3104265	3
2073078	3
2866282	2
2025658	2
2730847	2
3078264	2
3392115	2
1981174	2
3243021	2
1573719	2
2898441	2
3028807	2
1173273	2
2748080	2
3136561	2
2841064	2
2939495	2
3235109	2
2320270	2
2962597	2
1027966	2
1837993	2
2870840	1
1573712	1
3388490	1
2811422	1
2815936	1
2855434	1
2866626	1
3139142	1
3094916	1
3094846	1
528343	1
3118751	1
3122375	1
2992837	1
3133144	1
2976884	1
2976883	1
2886361	1
2973088	1
2954814	1
2954097	1
3235110	1
3240264	1
2895495	1
2895483	1
69328	1
1506334	1
2559074	1
2054915	1
2219057	1
2054914	1
1649877	1
2706126	1
2697023	1
2049589	1
2018067	1
2678258	1
136841	1
287	436
1457392	2
388272	1
1427342	1
1408271	1
53406	9
627141	0
95301	6
46680	1
53408	2
289370	343
2731552	257
2518644	191
136843	47
294	16
205922	13
1038922	1
76761	16
200451	13
321662	12
1395516	1
76760	13
47883	6
183795	4
78543	3
200450	3
129817	2
47879	1
1421430	1
47878	1
46679	1
29442	1
200452	1
136849	24
251698	0
47877	38
53707	3
53410	3
1451454	32
251695	0
317	12
264449	0
103796	1
1357279	1
1357288	1
251699	11
251654	1
33069	7
915099	101
191390	93
136842	4
587753	49
587851	6
1513890	3
86192	1
380021	12
296	4
86185	1
312306	68
485880	68
2726956	66
244566	64
2725477	44
3136736	41
2219225	30
2867264	25
404407	20
2745482	20
3002903	20
359110	18
1691904	13
640205	13
46677	13
2745494	13
2931382	11
2961893	11
2894079	9
2853159	8
556533	8
437900	8
2666183	7
2745490	7
157783	6
485898	6
2842356	6
2745504	6
1608996	5
157782	5
1306993	4
2993566	4
2906062	4
2842355	4
2762576	4
198618	4
216142	4
930166	2
2774460	2
2842348	2
2745495	2
2738125	2
2599595	2
158627	2
2364649	2
2316085	2
2842357	2
237609	2
2954082	2
395598	2
1274359	2
1288410	2
65741	0
1301098	1
53407	1
89065	1
485870	1
2842349	1
47886	1
104087	1
2600598	1
122355	1
2448482	1
2320867	1
1392877	1
2815720	1
2213015	1
2812000	1
2954101	1
3110772	1
2745518	1
321661	1
321846	1
515393	1
3236654	0
300	80
1225174	4
1001585	1
1198456	5
2493633	2
2901189	2
1931241	29
136844	0
857252	7
43306	5
1434072	3
2830842	2
472181	1
487184	1
1708783	1
2901190	0
3041098	1
2918528	1
351	0
352	37
69964	1
157913	0
69963	1
2901164	0
136846	2
578833	3
316	7
1196835	10
74829	3
271420	5
3236656	0
53412	0
1245471	7
319939	4
1149133	3
2604832	3
2758906	0
2785330	0
2930213	10
3236655	0
1245526	4
3236652	0
43263	2
2731681	1
1649479	0
1510150	2
1654787	0
1697053	1
2887365	0
2742	28
83889	0
490759	1
1761794	1
3035454	1
254719	3
330734	1
2603215	1
3085096	0
2025617	0
1917421	1
91347	431
543	139
547	45
354276	18
208224	82
158836	38
299767	14
550	11
69218	6
2757714	0
2969431	2
61645	1
2071710	1
2608935	0
2724468	1
2976431	1
881260	1
3142537	1
2890311	10
570	66
3390273	0
1463165	13
1667327	1
573	7
244366	0
2489014	7
2026240	6
2153354	7
1134687	3
548	2
571	2
1259973	1
2058152	1
2489010	1
2608929	1
160674	17
577	2
2627600	0
2923366	1
413496	97
413502	6
413497	1
413503	1
544	5
1344959	2
57706	56
546	16
1639133	1
67825	16
2644389	0
1573676	3
545	2
2894201	2
1330547	0
2632876	0
2980557	44
2492396	1
497725	38
1646340	2
208223	1
561	1
562	16
1499973	8
564	2
208962	1
590	3
28901	0
59202	1
2500152	16
59205	0
2729104	2
59201	1
83654	1
2627398	1
2282309	3
83655	2
158483	0
158822	7
2815296	0
2579935	5
1649298	0
1505757	4
401618	0
401619	3
1903434	0
565	1
255519	1
191675	0
84563	0
84564	0
203804	0
711328	0
2681986	1
146507	0
568988	0
3077955	0
3077956	1
1649295	0
2047724	2
82976	0
3073902	2
1335483	0
563	2
36866	0
2675779	1
2675780	1
1330546	0
61647	1
1334193	1
690591	0
690594	0
1191162	1
2726810	0
1851514	1
