qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcovhsp	staxids	sphylums	sgenus	sspecies	stitle
Pcub-MSU1_013_000474.1	KAG1696863.1	80.2	262	293	282	3.45e-139	398	89.4	4784	Oomycota	Phytophthora	Phytophthora capsici	KAG1696863.1 hypothetical protein DVH05_017772 [Phytophthora capsici]
Pcub-MSU1_013_000474.1	RLN56210.1	76.1	285	293	295	1.10e-138	397	97.3	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN56210.1 hypothetical protein BBP00_00008119 [Phytophthora kernoviae]
Pcub-MSU1_013_000473.1	KAE8936502.1	60.8	74	76	174	3.19e-23	90.9	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE8936502.1 hypothetical protein PF009_g13573 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE9315424.1	60.8	74	76	191	4.76e-23	90.9	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE9315424.1 hypothetical protein PF008_g19250 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE8880292.1	60.8	74	76	191	4.76e-23	90.9	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE8880292.1 hypothetical protein PF003_g35714 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE8885789.1	59.5	74	76	188	8.86e-23	90.1	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE8885789.1 hypothetical protein PF003_g30160 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	GMF43906.1	57.9	76	76	133	2.60e-22	87.4	100	1490495	Oomycota	Phytophthora	Phytophthora fragariaefolia	GMF43906.1 unnamed protein product [Phytophthora fragariaefolia]
Pcub-MSU1_013_000473.1	GMG16978.1	58.1	74	76	174	1.44e-21	86.7	97.4	1490495	Oomycota	Phytophthora	Phytophthora fragariaefolia	GMG16978.1 unnamed protein product [Phytophthora fragariaefolia]
Pcub-MSU1_013_000473.1	KAE9112541.1	59.5	74	76	373	1.57e-21	90.1	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE9112541.1 hypothetical protein PF010_g10412 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE9344078.1	59.5	74	76	373	1.57e-21	90.1	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE9344078.1 hypothetical protein PF008_g9395 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAK1935651.1	55.4	74	76	202	2.69e-21	86.7	97.4	4793	Oomycota	Phytophthora	Phytophthora citrophthora	KAK1935651.1 hypothetical protein P3T76_010346 [Phytophthora citrophthora]
Pcub-MSU1_013_000473.1	GMF18153.1	54.1	74	76	157	7.70e-21	84.3	97.4	2077276	Oomycota	Phytophthora	Phytophthora lilii	GMF18153.1 unnamed protein product [Phytophthora lilii]
Pcub-MSU1_013_000473.1	GMF13643.1	55.4	74	76	262	1.61e-20	85.9	97.4	2077276	Oomycota	Phytophthora	Phytophthora lilii	GMF13643.1 unnamed protein product [Phytophthora lilii]
Pcub-MSU1_013_000473.1	KAK1929780.1	55.4	74	76	422	2.07e-20	87.4	97.4	4793	Oomycota	Phytophthora	Phytophthora citrophthora	KAK1929780.1 Gag-Pol polyprotein [Phytophthora citrophthora]
Pcub-MSU1_013_000473.1	GMG16209.1	59.5	74	76	1173	2.85e-20	87.4	97.4	1490495	Oomycota	Phytophthora	Phytophthora fragariaefolia	GMG16209.1 unnamed protein product [Phytophthora fragariaefolia]
Pcub-MSU1_013_000473.1	KAE9034915.1	58.9	73	76	373	5.66e-20	85.9	96.1	129364	Oomycota	Phytophthora	Phytophthora rubi	KAE9034915.1 hypothetical protein PR002_g7864 [Phytophthora rubi]
Pcub-MSU1_013_000473.1	KAE9180667.1	54.1	74	76	849	1.34e-19	85.5	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE9180667.1 hypothetical protein PF004_g24771 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE9293045.1	54.1	74	76	895	1.35e-19	85.5	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE9293045.1 hypothetical protein PF008_g24906 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE8909345.1	54.1	74	76	895	1.35e-19	85.5	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE8909345.1 hypothetical protein PF003_g6753 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAE8972393.1	54.1	74	76	895	1.35e-19	85.5	97.4	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE8972393.1 hypothetical protein PF011_g25654 [Phytophthora fragariae]
Pcub-MSU1_013_000473.1	KAJ0392800.1	50.0	74	76	787	6.36e-19	83.6	97.4	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0392800.1 hypothetical protein ATCC90586_000007 [Pythium insidiosum]
Pcub-MSU1_013_000473.1	KAE8969903.1	52.7	74	76	1091	1.20e-18	82.8	97.4	129364	Oomycota	Phytophthora	Phytophthora rubi	KAE8969903.1 hypothetical protein PR001_g27363, partial [Phytophthora rubi]
Pcub-MSU1_013_000473.1	KAE8990619.1	52.7	74	76	1092	1.20e-18	82.8	97.4	129364	Oomycota	Phytophthora	Phytophthora rubi	KAE8990619.1 hypothetical protein PR002_g21105 [Phytophthora rubi]
Pcub-MSU1_013_000473.1	KAJ0393400.1	50.7	69	76	1497	4.19e-18	81.3	90.8	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0393400.1 hypothetical protein ATCC90586_004654 [Pythium insidiosum]
Pcub-MSU1_013_000473.1	GMF23687.1	51.4	74	76	430	8.34e-17	77.4	97.4	2077276	Oomycota	Phytophthora	Phytophthora lilii	GMF23687.1 unnamed protein product [Phytophthora lilii]
Pcub-MSU1_013_000473.1	DAZ94213.1	47.2	72	76	515	1.11e-15	74.3	94.7	4803	Oomycota	Lagenidium	Lagenidium giganteum	DAZ94213.1 TPA: hypothetical protein N0F65_001063 [Lagenidium giganteum]
Pcub-MSU1_013_000473.1	XP_009526321.1	48.6	70	76	174	1.99e-15	70.9	92.1	67593	Oomycota	Phytophthora	Phytophthora sojae	XP_009526321.1 hypothetical protein PHYSODRAFT_503830 [Phytophthora sojae]
Pcub-MSU1_013_000469.1	XP_008619546.1	53.3	246	346	278	6.08e-89	272	68.8	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008619546.1 lathosterol oxidase [Saprolegnia diclina VS20]
Pcub-MSU1_013_000469.1	OQR92105.1	52.0	246	346	278	5.60e-87	267	68.8	1202772	Oomycota	Achlya	Achlya hypogyna	OQR92105.1 sterol-C5-desaturase [Achlya hypogyna]
Pcub-MSU1_013_000469.1	RHY25242.1	52.5	255	346	279	4.66e-86	265	71.4	157072	Oomycota	Aphanomyces	Aphanomyces invadans	RHY25242.1 hypothetical protein DYB32_008439 [Aphanomyces invadans]
Pcub-MSU1_013_000469.1	XP_008871409.1	52.4	250	346	279	1.87e-85	263	69.9	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008871409.1 hypothetical protein H310_07440 [Aphanomyces invadans]
Pcub-MSU1_013_000469.1	XP_009839931.1	50.8	250	346	279	8.57e-84	259	69.9	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009839931.1 hypothetical protein H257_13934 [Aphanomyces astaci]
Pcub-MSU1_013_000469.1	RHY02056.1	50.8	250	346	304	1.91e-83	259	69.9	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY02056.1 hypothetical protein DYB25_010867, partial [Aphanomyces astaci]
Pcub-MSU1_013_000469.1	RQM27279.1	50.8	250	346	314	2.62e-83	259	69.9	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RQM27279.1 hypothetical protein B5M09_008499, partial [Aphanomyces astaci]
Pcub-MSU1_013_000469.1	KAF0722303.1	50.0	246	346	279	3.44e-83	258	68.8	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0722303.1 hypothetical protein Ae201684_018519 [Aphanomyces euteiches]
Pcub-MSU1_013_000469.1	KAH9092419.1	50.0	246	346	279	3.44e-83	258	68.8	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9092419.1 hypothetical protein LEN26_018412 [Aphanomyces euteiches]
Pcub-MSU1_013_000469.1	OQR92172.1	49.6	252	346	279	3.44e-83	258	69.9	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQR92172.1 sterol-C5-desaturase [Thraustotheca clavata]
Pcub-MSU1_013_000469.1	KAG9403680.1	48.6	257	346	275	2.43e-82	255	72.0	112091	Oomycota	Aphanomyces	Aphanomyces cochlioides	KAG9403680.1 Lathosterol oxidase [Aphanomyces cochlioides]
Pcub-MSU1_013_000469.1	KAJ0407272.1	49.0	241	346	261	4.38e-82	254	69.7	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0407272.1 hypothetical protein P43SY_008047 [Pythium insidiosum]
Pcub-MSU1_013_000469.1	DBA03113.1	46.4	239	346	267	5.32e-82	254	69.1	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03113.1 TPA: hypothetical protein N0F65_003360 [Lagenidium giganteum]
Pcub-MSU1_013_000469.1	KAJ0411403.1	49.4	241	346	261	6.20e-82	254	69.7	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0411403.1 hypothetical protein ATCC90586_004389 [Pythium insidiosum]
Pcub-MSU1_013_000469.1	KAH9127678.1	49.6	246	346	279	1.11e-81	254	68.8	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9127678.1 hypothetical protein AeMF1_002064 [Aphanomyces euteiches]
Pcub-MSU1_013_000469.1	KAF0690516.1	49.6	250	346	392	6.30e-81	256	69.9	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0690516.1 hypothetical protein As57867_018044 [Aphanomyces stellatus]
Pcub-MSU1_013_000469.1	RHZ01420.1	50.8	250	346	562	2.66e-80	259	69.9	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHZ01420.1 hypothetical protein DYB35_003369 [Aphanomyces astaci]
Pcub-MSU1_013_000469.1	ETK84092.1	49.4	243	346	264	8.85e-80	248	69.9	4792	Oomycota	Phytophthora	Phytophthora nicotianae	ETK84092.1 hypothetical protein L915_10895 [Phytophthora nicotianae]
Pcub-MSU1_013_000469.1	ETL90662.1	49.4	243	346	264	8.85e-80	248	69.9	4792;1317063	Oomycota	Phytophthora	Phytophthora nicotianae	ETL90662.1 hypothetical protein L917_10697 [Phytophthora nicotianae]
Pcub-MSU1_013_000469.1	KUF80748.1	49.4	243	346	264	8.85e-80	248	69.9	4792	Oomycota	Phytophthora	Phytophthora nicotianae	KUF80748.1 Lathosterol oxidase [Phytophthora nicotianae]
Pcub-MSU1_013_000469.1	XP_008907175.1	49.4	243	346	264	1.77e-79	248	69.9	4792;761204;1317064;1317065	Oomycota	Phytophthora	Phytophthora nicotianae	XP_008907175.1 hypothetical protein PPTG_13327 [Phytophthora nicotianae INRA-310]
Pcub-MSU1_013_000469.1	ETL37531.1	49.4	243	346	264	1.77e-79	248	69.9	4792	Oomycota	Phytophthora	Phytophthora nicotianae	ETL37531.1 hypothetical protein L916_10787 [Phytophthora nicotianae]
Pcub-MSU1_013_000469.1	RLN94485.1	46.4	252	346	274	6.93e-79	246	72.3	2483409	Oomycota	Nothophytophthora	Nothophytophthora sp. Chile5	RLN94485.1 hypothetical protein BBJ28_00006215 [Nothophytophthora sp. Chile5]
Pcub-MSU1_013_000469.1	ETO72742.1	49.4	243	346	264	7.11e-79	246	69.9	1317066	Oomycota	Phytophthora	Phytophthora nicotianae	ETO72742.1 hypothetical protein F444_11242 [Phytophthora nicotianae P1976]
Pcub-MSU1_013_000469.1	RLN72747.1	48.0	252	346	274	9.80e-79	246	72.3	2483409	Oomycota	Nothophytophthora	Nothophytophthora sp. Chile5	RLN72747.1 hypothetical protein BBJ28_00016671 [Nothophytophthora sp. Chile5]
Pcub-MSU1_013_000120.1	XP_012213374.1	55.2	67	184	272	3.63e-13	70.5	36.4	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012213374.1 hypothetical protein SPRG_18544 [Saprolegnia parasitica CBS 223.65]
Pcub-MSU1_013_000120.1	XP_012206366.1	53.7	67	184	270	9.37e-13	69.3	36.4	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012206366.1 hypothetical protein SPRG_11773 [Saprolegnia parasitica CBS 223.65]
Pcub-MSU1_013_000120.1	XP_008619546.1	52.2	67	184	278	1.40e-12	68.9	36.4	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008619546.1 lathosterol oxidase [Saprolegnia diclina VS20]
Pcub-MSU1_013_000120.1	OQR92105.1	52.2	67	184	278	6.93e-12	67.0	36.4	1202772	Oomycota	Achlya	Achlya hypogyna	OQR92105.1 sterol-C5-desaturase [Achlya hypogyna]
Pcub-MSU1_013_000120.1	OQR92172.1	46.5	71	184	279	1.23e-10	63.5	38.6	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQR92172.1 sterol-C5-desaturase [Thraustotheca clavata]
Pcub-MSU1_013_000120.1	DBA03113.1	40.0	70	184	267	1.53e-10	63.2	38.0	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03113.1 TPA: hypothetical protein N0F65_003360 [Lagenidium giganteum]
Pcub-MSU1_013_000120.1	RLN72747.1	47.1	70	184	274	2.23e-10	62.8	38.0	2483409	Oomycota	Nothophytophthora	Nothophytophthora sp. Chile5	RLN72747.1 hypothetical protein BBJ28_00016671 [Nothophytophthora sp. Chile5]
Pcub-MSU1_013_000120.1	RHY25242.1	50.7	71	184	279	2.31e-10	62.8	38.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	RHY25242.1 hypothetical protein DYB32_008439 [Aphanomyces invadans]
Pcub-MSU1_013_000120.1	XP_008871409.1	50.7	71	184	279	3.17e-10	62.4	38.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008871409.1 hypothetical protein H310_07440 [Aphanomyces invadans]
Pcub-MSU1_013_000120.1	XP_009839931.1	47.9	71	184	279	4.34e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009839931.1 hypothetical protein H257_13934 [Aphanomyces astaci]
Pcub-MSU1_013_000120.1	RHY02056.1	47.9	71	184	304	5.03e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY02056.1 hypothetical protein DYB25_010867, partial [Aphanomyces astaci]
Pcub-MSU1_013_000120.1	KAJ0407272.1	42.9	70	184	261	5.21e-10	61.6	38.0	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0407272.1 hypothetical protein P43SY_008047 [Pythium insidiosum]
Pcub-MSU1_013_000120.1	RQM27279.1	47.9	71	184	314	5.27e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RQM27279.1 hypothetical protein B5M09_008499, partial [Aphanomyces astaci]
Pcub-MSU1_013_000120.1	RHY87517.1	47.9	71	184	331	5.63e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY87517.1 hypothetical protein DYB31_016390 [Aphanomyces astaci]
Pcub-MSU1_013_000120.1	DBA03114.1	41.4	70	184	261	7.16e-10	61.2	38.0	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03114.1 TPA: hypothetical protein N0F65_003361 [Lagenidium giganteum]
Pcub-MSU1_013_000120.1	RHZ01420.1	47.9	71	184	562	7.40e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHZ01420.1 hypothetical protein DYB35_003369 [Aphanomyces astaci]
Pcub-MSU1_013_000120.1	KAJ0411403.1	42.9	70	184	261	1.85e-09	60.1	38.0	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0411403.1 hypothetical protein ATCC90586_004389 [Pythium insidiosum]
Pcub-MSU1_013_000120.1	TMW66660.1	42.9	70	184	261	1.85e-09	60.1	38.0	41045	Oomycota	Pythium	Pythium oligandrum	TMW66660.1 hypothetical protein Poli38472_013972 [Pythium oligandrum]
Pcub-MSU1_013_000120.1	KAF0690516.1	46.2	65	184	392	2.21e-09	60.5	35.3	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0690516.1 hypothetical protein As57867_018044 [Aphanomyces stellatus]
Pcub-MSU1_013_000120.1	KAH9127678.1	43.3	67	184	279	3.92e-09	59.3	36.4	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9127678.1 hypothetical protein AeMF1_002064 [Aphanomyces euteiches]
Pcub-MSU1_013_000120.1	KAF0722303.1	43.3	67	184	279	3.92e-09	59.3	36.4	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0722303.1 hypothetical protein Ae201684_018519 [Aphanomyces euteiches]
Pcub-MSU1_013_000120.1	KAH9092419.1	43.3	67	184	279	3.92e-09	59.3	36.4	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9092419.1 hypothetical protein LEN26_018412 [Aphanomyces euteiches]
Pcub-MSU1_013_000120.1	KAF4038914.1	44.3	70	184	264	4.88e-09	58.9	38.0	4787	Oomycota	Phytophthora	Phytophthora infestans	KAF4038914.1 Fatty acid hydroxylase superfamily [Phytophthora infestans]
Pcub-MSU1_013_000120.1	KAI9996034.1	44.3	70	184	264	4.88e-09	58.9	38.0	4787	Oomycota	Phytophthora	Phytophthora infestans	KAI9996034.1 hypothetical protein PInf_013212 [Phytophthora infestans]
Pcub-MSU1_013_000120.1	XP_002894944.1	44.3	70	184	275	5.24e-09	58.9	38.0	403677	Oomycota	Phytophthora	Phytophthora infestans	XP_002894944.1 C-5 sterol desaturase, putative [Phytophthora infestans T30-4]
Pcub-MSU1_013_000121.1	XP_012213374.1	55.2	67	184	272	3.63e-13	70.5	36.4	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012213374.1 hypothetical protein SPRG_18544 [Saprolegnia parasitica CBS 223.65]
Pcub-MSU1_013_000121.1	XP_012206366.1	53.7	67	184	270	9.37e-13	69.3	36.4	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012206366.1 hypothetical protein SPRG_11773 [Saprolegnia parasitica CBS 223.65]
Pcub-MSU1_013_000121.1	XP_008619546.1	52.2	67	184	278	1.40e-12	68.9	36.4	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008619546.1 lathosterol oxidase [Saprolegnia diclina VS20]
Pcub-MSU1_013_000121.1	OQR92105.1	52.2	67	184	278	6.93e-12	67.0	36.4	1202772	Oomycota	Achlya	Achlya hypogyna	OQR92105.1 sterol-C5-desaturase [Achlya hypogyna]
Pcub-MSU1_013_000121.1	OQR92172.1	46.5	71	184	279	1.23e-10	63.5	38.6	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQR92172.1 sterol-C5-desaturase [Thraustotheca clavata]
Pcub-MSU1_013_000121.1	DBA03113.1	40.0	70	184	267	1.53e-10	63.2	38.0	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03113.1 TPA: hypothetical protein N0F65_003360 [Lagenidium giganteum]
Pcub-MSU1_013_000121.1	RLN72747.1	47.1	70	184	274	2.23e-10	62.8	38.0	2483409	Oomycota	Nothophytophthora	Nothophytophthora sp. Chile5	RLN72747.1 hypothetical protein BBJ28_00016671 [Nothophytophthora sp. Chile5]
Pcub-MSU1_013_000121.1	RHY25242.1	50.7	71	184	279	2.31e-10	62.8	38.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	RHY25242.1 hypothetical protein DYB32_008439 [Aphanomyces invadans]
Pcub-MSU1_013_000121.1	XP_008871409.1	50.7	71	184	279	3.17e-10	62.4	38.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008871409.1 hypothetical protein H310_07440 [Aphanomyces invadans]
Pcub-MSU1_013_000121.1	XP_009839931.1	47.9	71	184	279	4.34e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009839931.1 hypothetical protein H257_13934 [Aphanomyces astaci]
Pcub-MSU1_013_000121.1	RHY02056.1	47.9	71	184	304	5.03e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY02056.1 hypothetical protein DYB25_010867, partial [Aphanomyces astaci]
Pcub-MSU1_013_000121.1	KAJ0407272.1	42.9	70	184	261	5.21e-10	61.6	38.0	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0407272.1 hypothetical protein P43SY_008047 [Pythium insidiosum]
Pcub-MSU1_013_000121.1	RQM27279.1	47.9	71	184	314	5.27e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RQM27279.1 hypothetical protein B5M09_008499, partial [Aphanomyces astaci]
Pcub-MSU1_013_000121.1	RHY87517.1	47.9	71	184	331	5.63e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY87517.1 hypothetical protein DYB31_016390 [Aphanomyces astaci]
Pcub-MSU1_013_000121.1	DBA03114.1	41.4	70	184	261	7.16e-10	61.2	38.0	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03114.1 TPA: hypothetical protein N0F65_003361 [Lagenidium giganteum]
Pcub-MSU1_013_000121.1	RHZ01420.1	47.9	71	184	562	7.40e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHZ01420.1 hypothetical protein DYB35_003369 [Aphanomyces astaci]
Pcub-MSU1_013_000121.1	KAJ0411403.1	42.9	70	184	261	1.85e-09	60.1	38.0	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0411403.1 hypothetical protein ATCC90586_004389 [Pythium insidiosum]
Pcub-MSU1_013_000121.1	TMW66660.1	42.9	70	184	261	1.85e-09	60.1	38.0	41045	Oomycota	Pythium	Pythium oligandrum	TMW66660.1 hypothetical protein Poli38472_013972 [Pythium oligandrum]
Pcub-MSU1_013_000121.1	KAF0690516.1	46.2	65	184	392	2.21e-09	60.5	35.3	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0690516.1 hypothetical protein As57867_018044 [Aphanomyces stellatus]
Pcub-MSU1_013_000121.1	KAH9127678.1	43.3	67	184	279	3.92e-09	59.3	36.4	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9127678.1 hypothetical protein AeMF1_002064 [Aphanomyces euteiches]
Pcub-MSU1_013_000121.1	KAF0722303.1	43.3	67	184	279	3.92e-09	59.3	36.4	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0722303.1 hypothetical protein Ae201684_018519 [Aphanomyces euteiches]
Pcub-MSU1_013_000121.1	KAH9092419.1	43.3	67	184	279	3.92e-09	59.3	36.4	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9092419.1 hypothetical protein LEN26_018412 [Aphanomyces euteiches]
Pcub-MSU1_013_000121.1	KAF4038914.1	44.3	70	184	264	4.88e-09	58.9	38.0	4787	Oomycota	Phytophthora	Phytophthora infestans	KAF4038914.1 Fatty acid hydroxylase superfamily [Phytophthora infestans]
Pcub-MSU1_013_000121.1	KAI9996034.1	44.3	70	184	264	4.88e-09	58.9	38.0	4787	Oomycota	Phytophthora	Phytophthora infestans	KAI9996034.1 hypothetical protein PInf_013212 [Phytophthora infestans]
Pcub-MSU1_013_000121.1	XP_002894944.1	44.3	70	184	275	5.24e-09	58.9	38.0	403677	Oomycota	Phytophthora	Phytophthora infestans	XP_002894944.1 C-5 sterol desaturase, putative [Phytophthora infestans T30-4]
Pcub-MSU1_013_000122.1	XP_012213374.1	55.2	67	184	272	3.63e-13	70.5	36.4	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012213374.1 hypothetical protein SPRG_18544 [Saprolegnia parasitica CBS 223.65]
Pcub-MSU1_013_000122.1	XP_012206366.1	53.7	67	184	270	9.37e-13	69.3	36.4	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012206366.1 hypothetical protein SPRG_11773 [Saprolegnia parasitica CBS 223.65]
Pcub-MSU1_013_000122.1	XP_008619546.1	52.2	67	184	278	1.40e-12	68.9	36.4	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008619546.1 lathosterol oxidase [Saprolegnia diclina VS20]
Pcub-MSU1_013_000122.1	OQR92105.1	52.2	67	184	278	6.93e-12	67.0	36.4	1202772	Oomycota	Achlya	Achlya hypogyna	OQR92105.1 sterol-C5-desaturase [Achlya hypogyna]
Pcub-MSU1_013_000122.1	OQR92172.1	46.5	71	184	279	1.23e-10	63.5	38.6	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQR92172.1 sterol-C5-desaturase [Thraustotheca clavata]
Pcub-MSU1_013_000122.1	DBA03113.1	40.0	70	184	267	1.53e-10	63.2	38.0	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03113.1 TPA: hypothetical protein N0F65_003360 [Lagenidium giganteum]
Pcub-MSU1_013_000122.1	RLN72747.1	47.1	70	184	274	2.23e-10	62.8	38.0	2483409	Oomycota	Nothophytophthora	Nothophytophthora sp. Chile5	RLN72747.1 hypothetical protein BBJ28_00016671 [Nothophytophthora sp. Chile5]
Pcub-MSU1_013_000122.1	RHY25242.1	50.7	71	184	279	2.31e-10	62.8	38.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	RHY25242.1 hypothetical protein DYB32_008439 [Aphanomyces invadans]
Pcub-MSU1_013_000122.1	XP_008871409.1	50.7	71	184	279	3.17e-10	62.4	38.6	157072	Oomycota	Aphanomyces	Aphanomyces invadans	XP_008871409.1 hypothetical protein H310_07440 [Aphanomyces invadans]
Pcub-MSU1_013_000122.1	XP_009839931.1	47.9	71	184	279	4.34e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009839931.1 hypothetical protein H257_13934 [Aphanomyces astaci]
Pcub-MSU1_013_000122.1	RHY02056.1	47.9	71	184	304	5.03e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY02056.1 hypothetical protein DYB25_010867, partial [Aphanomyces astaci]
Pcub-MSU1_013_000122.1	KAJ0407272.1	42.9	70	184	261	5.21e-10	61.6	38.0	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0407272.1 hypothetical protein P43SY_008047 [Pythium insidiosum]
Pcub-MSU1_013_000122.1	RQM27279.1	47.9	71	184	314	5.27e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RQM27279.1 hypothetical protein B5M09_008499, partial [Aphanomyces astaci]
Pcub-MSU1_013_000122.1	RHY87517.1	47.9	71	184	331	5.63e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHY87517.1 hypothetical protein DYB31_016390 [Aphanomyces astaci]
Pcub-MSU1_013_000122.1	DBA03114.1	41.4	70	184	261	7.16e-10	61.2	38.0	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA03114.1 TPA: hypothetical protein N0F65_003361 [Lagenidium giganteum]
Pcub-MSU1_013_000122.1	RHZ01420.1	47.9	71	184	562	7.40e-10	62.0	38.6	112090	Oomycota	Aphanomyces	Aphanomyces astaci	RHZ01420.1 hypothetical protein DYB35_003369 [Aphanomyces astaci]
Pcub-MSU1_013_000122.1	KAJ0411403.1	42.9	70	184	261	1.85e-09	60.1	38.0	114742	Oomycota	Pythium	Pythium insidiosum	KAJ0411403.1 hypothetical protein ATCC90586_004389 [Pythium insidiosum]
Pcub-MSU1_013_000122.1	TMW66660.1	42.9	70	184	261	1.85e-09	60.1	38.0	41045	Oomycota	Pythium	Pythium oligandrum	TMW66660.1 hypothetical protein Poli38472_013972 [Pythium oligandrum]
Pcub-MSU1_013_000122.1	KAF0690516.1	46.2	65	184	392	2.21e-09	60.5	35.3	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0690516.1 hypothetical protein As57867_018044 [Aphanomyces stellatus]
