qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcovhsp	staxids	sphylums	sgenus	sspecies	stitle
Pcub-SC1982_037_000057.1	KAF4319755.1	26.3	228	1581	240	3.48e-14	79.0	13.9	325452;1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4319755.1 hypothetical protein G195_006941 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000057.1	KAH7488041.1	26.9	227	1581	240	3.48e-14	79.0	13.9	164328	Oomycota	Phytophthora	Phytophthora ramorum	KAH7488041.1 Dolichol-phosphate mannosyltransferase subunit 1 [Phytophthora ramorum]
Pcub-SC1982_037_000057.1	KAE8940538.1	27.3	227	1581	240	1.17e-13	77.4	13.9	53985;129364	Oomycota	Phytophthora	Phytophthora fragariae;Phytophthora rubi	KAE8940538.1 Dolichol-phosphate mannosyltransferase subunit 1 [Phytophthora fragariae]
Pcub-SC1982_037_000057.1	CAH0479457.1	28.1	228	1581	240	1.17e-13	77.4	13.9	622444	Oomycota	Peronospora	Peronospora belbahrii	CAH0479457.1 unnamed protein product [Peronospora belbahrii]
Pcub-SC1982_037_000057.1	DAZ98954.1	27.1	221	1581	216	1.81e-13	76.3	13.7	4803	Oomycota	Lagenidium	Lagenidium giganteum	DAZ98954.1 TPA: hypothetical protein N0F65_000486 [Lagenidium giganteum]
Pcub-SC1982_037_000057.1	TYZ57100.1	26.2	225	1581	239	2.09e-13	76.6	13.7	1485010	Oomycota	Globisporangium	[Pythium] brassicae (nom. inval.)	TYZ57100.1 hypothetical protein PybrP1_005894 [[Pythium] brassicae (nom. inval.)]
Pcub-SC1982_037_000057.1	OQR93278.1	34.4	131	1581	261	2.28e-13	77.0	7.8	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQR93278.1 hypothetical protein THRCLA_22322 [Thraustotheca clavata]
Pcub-SC1982_037_000057.1	CAI5715451.1	25.0	228	1581	240	9.63e-13	74.7	13.9	542832	Oomycota	Peronospora	Peronospora effusa	CAI5715451.1 unnamed protein product [Peronospora effusa]
Pcub-SC1982_037_000057.1	CAH0493641.1	25.0	228	1581	240	9.63e-13	74.7	13.9	134698	Oomycota	Peronospora	Peronospora farinosa	CAH0493641.1 unnamed protein product [Peronospora farinosa]
Pcub-SC1982_037_000057.1	CAI5739851.1	26.7	225	1581	240	9.63e-13	74.7	13.7	162125	Oomycota	Hyaloperonospora	Hyaloperonospora brassicae	CAI5739851.1 unnamed protein product [Hyaloperonospora brassicae]
Pcub-SC1982_037_000057.1	KAG7388447.1	26.7	225	1581	274	2.27e-12	74.3	13.7	221518	Oomycota	Phytophthora	Phytophthora pseudosyringae	KAG7388447.1 dolichol-P-mannose synthesis [Phytophthora pseudosyringae]
Pcub-SC1982_037_000057.1	KAG6610865.1	26.2	225	1581	240	2.38e-12	73.6	13.7	4785	Oomycota	Phytophthora	Phytophthora cinnamomi	KAG6610865.1 Dolichol-phosphate mannosyltransferase [Phytophthora cinnamomi]
Pcub-SC1982_037_000057.1	KAG2766246.1	26.2	225	1581	240	2.38e-12	73.6	13.7	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2766246.1 Dolichol-phosphate mannosyltransferase subunit 1 [Phytophthora cactorum]
Pcub-SC1982_037_000057.1	XP_008915750.1	26.2	225	1581	240	3.21e-12	73.2	13.7	4792;761204;1317063;1317064;1317065;1317066	Oomycota	Phytophthora	Phytophthora nicotianae	XP_008915750.1 hypothetical protein PPTG_19149 [Phytophthora nicotianae INRA-310]
Pcub-SC1982_037_000057.1	KAG7397801.1	25.8	225	1581	240	3.21e-12	73.2	13.7	109152	Oomycota	Phytophthora	Phytophthora boehmeriae	KAG7397801.1 dolichol-P-mannose synthesis [Phytophthora boehmeriae]
Pcub-SC1982_037_000057.1	KAG6975908.1	24.6	228	1581	240	3.21e-12	73.2	13.9	2496075	Oomycota	Phytophthora	Phytophthora aleatoria	KAG6975908.1 hypothetical protein JG688_00001908 [Phytophthora aleatoria]
Pcub-SC1982_037_000057.1	XP_008617673.1	35.4	130	1581	261	3.38e-12	73.6	7.8	1156394	Oomycota	Saprolegnia	Saprolegnia diclina	XP_008617673.1 dolichol-phosphate mannosyltransferase [Saprolegnia diclina VS20]
Pcub-SC1982_037_000057.1	KAG3116595.1	26.2	225	1581	240	4.34e-12	72.8	13.7	53986	Oomycota	Phytophthora	Phytophthora idaei	KAG3116595.1 Dolichol-phosphate mannosyltransferase subunit 1 [Phytophthora idaei]
Pcub-SC1982_037_000057.1	XP_002902482.1	25.8	225	1581	240	4.34e-12	72.8	13.7	4787;403677	Oomycota	Phytophthora	Phytophthora infestans	XP_002902482.1 dolichol-phosphate mannosyltransferase [Phytophthora infestans T30-4]
Pcub-SC1982_037_000057.1	XP_012210392.1	37.4	123	1581	261	4.56e-12	73.2	7.3	695850	Oomycota	Saprolegnia	Saprolegnia parasitica	XP_012210392.1 hypothetical protein SPRG_15822 [Saprolegnia parasitica CBS 223.65]
Pcub-SC1982_037_000196.1	KAF4323898.1	26.2	210	214	994	6.56e-15	77.8	93.0	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323898.1 hypothetical protein G195_001825 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAG3106608.1	26.5	200	214	404	2.82e-14	75.5	92.5	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3106608.1 hypothetical protein PC122_g275 [Phytophthora cactorum]
Pcub-SC1982_037_000196.1	KAF4323368.1	26.3	228	214	982	1.86e-13	73.6	96.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323368.1 hypothetical protein G195_003527 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	WP_052259307.1	25.4	189	214	200	1.34e-11	65.9	88.3	549;134698	Pseudomonadota;Oomycota	Pantoea;Peronospora	Pantoea agglomerans;Peronospora farinosa	WP_052259307.1 two-component system response regulator NarL [Pantoea agglomerans]
Pcub-SC1982_037_000196.1	KAF4324088.1	27.0	204	214	201	1.89e-11	65.5	94.9	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324088.1 hypothetical protein G195_002642 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4323390.1	23.7	207	214	230	2.85e-11	65.5	93.9	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323390.1 hypothetical protein G195_003541 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4325417.1	26.5	204	214	224	1.69e-09	60.5	92.5	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4325417.1 hypothetical protein G195_000889 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAG2870437.1	26.0	154	214	193	2.02e-08	57.0	71.5	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2870437.1 hypothetical protein PC115_g25125 [Phytophthora cactorum]
Pcub-SC1982_037_000196.1	KAF4324980.1	23.9	205	214	360	1.07e-07	56.2	93.9	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324980.1 hypothetical protein G195_001675 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4325748.1	29.7	145	214	1700	1.16e-07	56.6	67.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4325748.1 hypothetical protein G195_000707 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4322466.1	21.8	220	214	653	3.34e-07	55.1	98.6	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4322466.1 hypothetical protein G195_004600 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAG3093702.1	28.4	116	214	537	1.04e-06	53.5	53.7	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3093702.1 hypothetical protein PC122_g6064 [Phytophthora cactorum]
Pcub-SC1982_037_000196.1	KAF4324973.1	29.7	111	214	1996	2.33e-06	52.8	51.4	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324973.1 hypothetical protein G195_001694 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAG3106599.1	28.8	118	214	832	3.82e-06	52.0	54.7	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3106599.1 hypothetical protein PC122_g289 [Phytophthora cactorum]
Pcub-SC1982_037_000196.1	KAF4323095.1	28.1	114	214	1491	7.48e-06	51.2	53.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323095.1 hypothetical protein G195_003900 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4324561.1	27.5	120	214	323	4.02e-05	48.5	55.1	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324561.1 hypothetical protein G195_002022 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4323895.1	26.9	104	214	897	2.46e-04	46.6	48.1	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323895.1 hypothetical protein G195_001828 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4326317.1	21.9	210	214	233	3.26e-04	45.4	88.8	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4326317.1 hypothetical protein G195_000168 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAF4324646.1	27.5	131	214	1347	3.47e-04	46.2	60.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324646.1 hypothetical protein G195_001990 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000196.1	KAG2869834.1	24.6	126	214	154	7.58e-04	43.5	55.1	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2869834.1 hypothetical protein PC115_g25310 [Phytophthora cactorum]
Pcub-SC1982_037_000058.1	KAF4324989.1	24.4	242	1043	1990	2.61e-10	70.5	21.6	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324989.1 hypothetical protein G195_001717 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000058.1	KAH9073197.1	27.5	247	1043	1608	1.67e-09	67.8	21.3	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9073197.1 hypothetical protein Ae201684P_015014 [Aphanomyces euteiches]
Pcub-SC1982_037_000058.1	KAH9091340.1	27.5	247	1043	1608	1.67e-09	67.8	21.3	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAH9091340.1 hypothetical protein LEN26_018752 [Aphanomyces euteiches]
Pcub-SC1982_037_000058.1	KAF0739770.1	27.5	247	1043	1612	1.67e-09	67.8	21.3	100861	Oomycota	Aphanomyces	Aphanomyces euteiches	KAF0739770.1 hypothetical protein Ae201684_004660 [Aphanomyces euteiches]
Pcub-SC1982_037_000058.1	KAF0698636.1	27.5	247	1043	1655	1.68e-09	67.8	21.3	120398	Oomycota	Aphanomyces	Aphanomyces stellatus	KAF0698636.1 hypothetical protein As57867_010690 [Aphanomyces stellatus]
Pcub-SC1982_037_000058.1	OQS02902.1	28.3	251	1043	1681	2.89e-09	67.0	21.4	74557	Oomycota	Thraustotheca	Thraustotheca clavata	OQS02902.1 hybrid signal transduction histidine kinase [Thraustotheca clavata]
Pcub-SC1982_037_000058.1	WP_010248580.1	23.0	270	1043	909	4.17e-09	66.2	24.4	549;53335;134698;2708058;2708060	Pseudomonadota;Oomycota	Pantoea;Peronospora	Pantoea agglomerans;Peronospora farinosa;Pantoea sp. EKM10T;Pantoea sp. EKM21T	WP_010248580.1 MULTISPECIES: two-component sensor histidine kinase BarA [Pantoea]
Pcub-SC1982_037_000058.1	DBA02322.1	26.7	251	1043	2134	5.18e-09	66.2	21.9	4803	Oomycota	Lagenidium	Lagenidium giganteum	DBA02322.1 TPA: hypothetical protein N0F65_006197 [Lagenidium giganteum]
Pcub-SC1982_037_000058.1	CAI5736921.1	27.2	250	1043	3514	7.17e-09	65.9	21.9	162125	Oomycota	Hyaloperonospora	Hyaloperonospora brassicae	CAI5736921.1 unnamed protein product [Hyaloperonospora brassicae]
Pcub-SC1982_037_000058.1	CCI48039.1	26.3	251	1043	1520	8.38e-09	65.5	21.9	65357	Oomycota	Albugo	Albugo candida	CCI48039.1 unnamed protein product [Albugo candida]
Pcub-SC1982_037_000058.1	CCA23345.1	26.3	251	1043	1524	8.38e-09	65.5	21.9	890382	Oomycota	Albugo	Albugo laibachii	CCA23345.1 hybrid signal transduction histidine kinase putative [Albugo laibachii Nc14]
Pcub-SC1982_037_000058.1	KAF1331276.1	25.4	244	1043	2028	8.82e-09	65.5	21.3	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1331276.1 Hybrid signal transduction histidine kinase, partial [Globisporangium splendens]
Pcub-SC1982_037_000058.1	KAK1946057.1	27.5	262	1043	2037	8.83e-09	65.5	22.0	4793	Oomycota	Phytophthora	Phytophthora citrophthora	KAK1946057.1 Hybrid signal transduction histidine kinase K [Phytophthora citrophthora]
Pcub-SC1982_037_000058.1	TMW62673.1	26.4	250	1043	4010	9.48e-09	65.5	21.9	41045	Oomycota	Pythium	Pythium oligandrum	TMW62673.1 hypothetical protein Poli38472_005291 [Pythium oligandrum]
Pcub-SC1982_037_000058.1	KAG2507288.1	26.8	250	1043	1139	1.02e-08	65.1	21.9	325452	Oomycota	Phytophthora	Phytophthora kernoviae	KAG2507288.1 hypothetical protein JM16_008198, partial [Phytophthora kernoviae]
Pcub-SC1982_037_000058.1	RLN45555.1	26.8	250	1043	1164	1.03e-08	65.1	21.9	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN45555.1 hypothetical protein BBJ29_007234, partial [Phytophthora kernoviae]
Pcub-SC1982_037_000058.1	XP_024578819.1	26.8	250	1043	1304	1.06e-08	65.1	21.9	4781	Oomycota	Plasmopara	Plasmopara halstedii	XP_024578819.1 hybrid signal transduction histidine [Plasmopara halstedii]
Pcub-SC1982_037_000058.1	KAF4315585.1	26.8	250	1043	1485	1.09e-08	65.1	21.9	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4315585.1 hypothetical protein G195_010639 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000058.1	RLN32221.1	26.8	250	1043	1698	1.12e-08	65.1	21.9	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN32221.1 hypothetical protein BBI17_008275, partial [Phytophthora kernoviae]
Pcub-SC1982_037_000058.1	KAF1321123.1	25.4	244	1043	2028	1.16e-08	65.1	21.3	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1321123.1 Hybrid signal transduction histidine kinase, partial [Globisporangium splendens]
Pcub-SC1982_037_000058.1	XP_024573340.1	27.9	251	1043	2036	1.16e-08	65.1	21.3	4781	Oomycota	Plasmopara	Plasmopara halstedii	XP_024573340.1 hybrid signal transduction histidine [Plasmopara halstedii]
Pcub-SC1982_037_000058.1	POM67620.1	26.4	250	1043	606	1.30e-08	64.3	21.9	4796	Oomycota	Phytophthora	Phytophthora palmivora	POM67620.1 Hybrid signal transduction histidine kinase, partial [Phytophthora palmivora]
Pcub-SC1982_037_000058.1	XP_009831240.1	27.8	248	1043	1468	1.43e-08	64.7	21.3	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009831240.1 hypothetical protein, variant [Aphanomyces astaci]
Pcub-SC1982_037_000058.1	XP_009831239.1	27.8	248	1043	1686	1.47e-08	64.7	21.3	112090	Oomycota	Aphanomyces	Aphanomyces astaci	XP_009831239.1 hypothetical protein H257_07419 [Aphanomyces astaci]
Pcub-SC1982_037_000058.1	RAW42407.1	27.5	262	1043	1941	1.51e-08	64.7	22.0	29920	Oomycota	Phytophthora	Phytophthora cactorum	RAW42407.1 hypothetical protein PC110_g1412 [Phytophthora cactorum]
Pcub-SC1982_037_000194.1	KAE9133863.1	27.3	198	230	294	8.50e-10	62.4	85.2	53985	Oomycota	Phytophthora	Phytophthora fragariae	KAE9133863.1 hypothetical protein PF010_g2681 [Phytophthora fragariae]
Pcub-SC1982_037_000194.1	KAG2871174.1	26.9	78	230	189	9.48e-04	43.9	33.9	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2871174.1 hypothetical protein PC115_g24914 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAF1331276.1	30.6	219	999	2028	8.33e-15	85.1	20.8	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1331276.1 Hybrid signal transduction histidine kinase, partial [Globisporangium splendens]
Pcub-SC1982_037_000059.1	KAF1321123.1	30.6	219	999	2028	1.09e-14	84.7	20.8	82926	Oomycota	Globisporangium	Globisporangium splendens	KAF1321123.1 Hybrid signal transduction histidine kinase, partial [Globisporangium splendens]
Pcub-SC1982_037_000059.1	GMF47274.1	29.2	219	999	2024	3.23e-14	83.2	20.8	1490495	Oomycota	Phytophthora	Phytophthora fragariaefolia	GMF47274.1 unnamed protein product [Phytophthora fragariaefolia]
Pcub-SC1982_037_000059.1	TYZ56931.1	31.1	225	999	2027	3.23e-14	83.2	20.8	1485010	Oomycota	Globisporangium	[Pythium] brassicae (nom. inval.)	TYZ56931.1 hypothetical protein PybrP1_003184 [[Pythium] brassicae (nom. inval.)]
Pcub-SC1982_037_000059.1	XP_024573340.1	29.7	219	999	2036	3.23e-14	83.2	20.8	4781	Oomycota	Plasmopara	Plasmopara halstedii	XP_024573340.1 hybrid signal transduction histidine [Plasmopara halstedii]
Pcub-SC1982_037_000059.1	RAW42407.1	28.7	223	999	1941	1.24e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	RAW42407.1 hypothetical protein PC110_g1412 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAF1792425.1	28.7	223	999	2002	1.25e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAF1792425.1 PAS fold [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG2912967.1	28.7	223	999	2014	1.25e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2912967.1 hypothetical protein PC114_g8730 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG4057455.1	28.7	223	999	2015	1.25e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG4057455.1 hypothetical protein PC123_g7529 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG3163285.1	28.7	223	999	2034	1.25e-13	81.3	20.8	53986	Oomycota	Phytophthora	Phytophthora idaei	KAG3163285.1 hypothetical protein PI126_g5605 [Phytophthora idaei]
Pcub-SC1982_037_000059.1	KAG3111606.1	28.7	223	999	2034	1.25e-13	81.3	20.8	53986	Oomycota	Phytophthora	Phytophthora idaei	KAG3111606.1 hypothetical protein PI125_g8980 [Phytophthora idaei]
Pcub-SC1982_037_000059.1	KAG2859457.1	28.7	223	999	2034	1.25e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2859457.1 hypothetical protein PC113_g8912 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG2771490.1	28.7	223	999	2039	1.25e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2771490.1 hypothetical protein Pcac1_g17469 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG3193197.1	28.7	223	999	2042	1.25e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3193197.1 hypothetical protein PC128_g10244 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG6971256.1	28.7	223	999	2252	1.28e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG6971256.1 hypothetical protein JG687_00002151 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	KAG6974308.1	28.7	223	999	2254	1.28e-13	81.3	20.8	2496075	Oomycota	Phytophthora	Phytophthora aleatoria	KAG6974308.1 hypothetical protein JG688_00003125 [Phytophthora aleatoria]
Pcub-SC1982_037_000059.1	KAG2828755.1	28.7	223	999	2385	1.29e-13	81.3	20.8	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2828755.1 hypothetical protein PC112_g8339 [Phytophthora cactorum]
Pcub-SC1982_037_000059.1	POM76165.1	28.5	221	999	1455	1.51e-13	80.9	20.8	4796	Oomycota	Phytophthora	Phytophthora palmivora	POM76165.1 Hybrid signal transduction histidine Kinase [Phytophthora palmivora]
Pcub-SC1982_037_000059.1	CCI48039.1	29.4	218	999	1520	1.53e-13	80.9	20.8	65357	Oomycota	Albugo	Albugo candida	CCI48039.1 unnamed protein product [Albugo candida]
Pcub-SC1982_037_000059.1	CCA23345.1	29.4	218	999	1524	1.53e-13	80.9	20.8	890382	Oomycota	Albugo	Albugo laibachii	CCA23345.1 hybrid signal transduction histidine kinase putative [Albugo laibachii Nc14]
Pcub-SC1982_037_000059.1	KAI9912788.1	29.1	223	999	1963	1.63e-13	80.9	20.8	230839	Oomycota	Peronosclerospora	Peronosclerospora sorghi	KAI9912788.1 hypothetical protein PsorP6_005270 [Peronosclerospora sorghi]
Pcub-SC1982_037_000059.1	GMF16008.1	28.3	219	999	2012	1.64e-13	80.9	20.8	2077276	Oomycota	Phytophthora	Phytophthora lilii	GMF16008.1 unnamed protein product [Phytophthora lilii]
Pcub-SC1982_037_000059.1	RLN52715.1	28.7	223	999	2027	1.64e-13	80.9	20.8	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN52715.1 hypothetical protein BBJ29_002798 [Phytophthora kernoviae]
Pcub-SC1982_037_000059.1	RLN61636.1	28.7	223	999	2027	1.64e-13	80.9	20.8	325452	Oomycota	Phytophthora	Phytophthora kernoviae	RLN61636.1 hypothetical protein BBP00_00005264 [Phytophthora kernoviae]
Pcub-SC1982_037_000059.1	RMX66457.1	29.1	223	999	1198	1.86e-13	80.5	20.8	542832	Oomycota	Peronospora	Peronospora effusa	RMX66457.1 hypothetical protein DD238_002363 [Peronospora effusa]
Pcub-SC1982_037_000193.1	KAF4323368.1	27.6	221	212	982	4.72e-17	84.0	93.9	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323368.1 hypothetical protein G195_003527 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4323898.1	23.3	210	212	994	3.26e-13	72.8	94.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323898.1 hypothetical protein G195_001825 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAG3106608.1	24.1	199	212	404	4.32e-13	72.0	93.9	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3106608.1 hypothetical protein PC122_g275 [Phytophthora cactorum]
Pcub-SC1982_037_000193.1	KAF4323390.1	23.3	206	212	230	1.08e-12	69.3	94.8	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323390.1 hypothetical protein G195_003541 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	WP_052259307.1	24.7	186	212	200	3.51e-12	67.4	87.7	549;134698	Pseudomonadota;Oomycota	Pantoea;Peronospora	Pantoea agglomerans;Peronospora farinosa	WP_052259307.1 two-component system response regulator NarL [Pantoea agglomerans]
Pcub-SC1982_037_000193.1	KAF4324088.1	26.5	204	212	201	2.52e-11	65.1	95.8	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324088.1 hypothetical protein G195_002642 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4324980.1	21.7	203	212	360	8.12e-10	62.4	95.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324980.1 hypothetical protein G195_001675 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4325417.1	24.8	206	212	224	8.64e-10	61.2	93.4	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4325417.1 hypothetical protein G195_000889 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4322466.1	24.8	133	212	653	1.44e-09	62.0	62.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4322466.1 hypothetical protein G195_004600 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAG2870437.1	26.1	153	212	193	2.07e-09	59.7	72.2	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2870437.1 hypothetical protein PC115_g25125 [Phytophthora cactorum]
Pcub-SC1982_037_000193.1	KAF4324973.1	29.0	176	212	1996	2.28e-09	61.6	81.1	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4324973.1 hypothetical protein G195_001694 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAG3106599.1	30.8	130	212	832	5.06e-09	60.5	59.4	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3106599.1 hypothetical protein PC122_g289 [Phytophthora cactorum]
Pcub-SC1982_037_000193.1	KAF4325748.1	29.8	114	212	1700	8.29e-08	57.0	53.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4325748.1 hypothetical protein G195_000707 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAG3093702.1	27.3	121	212	537	1.83e-06	52.8	55.2	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG3093702.1 hypothetical protein PC122_g6064 [Phytophthora cactorum]
Pcub-SC1982_037_000193.1	KAF4326317.1	22.3	215	212	233	8.22e-06	50.1	91.5	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4326317.1 hypothetical protein G195_000168 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAG2869834.1	26.9	134	212	154	3.22e-05	47.4	59.0	29920	Oomycota	Phytophthora	Phytophthora cactorum	KAG2869834.1 hypothetical protein PC115_g25310 [Phytophthora cactorum]
Pcub-SC1982_037_000193.1	KAF4323895.1	24.8	121	212	897	5.43e-05	48.5	56.6	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323895.1 hypothetical protein G195_001828 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4319904.1	26.7	86	212	579	1.62e-04	47.0	39.6	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4319904.1 hypothetical protein G195_006871 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4323095.1	28.8	80	212	1491	1.88e-04	47.0	37.7	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4323095.1 hypothetical protein G195_003900 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000193.1	KAF4326311.1	24.0	217	212	232	3.16e-04	45.4	95.3	1284355	Oomycota	Phytophthora	Phytophthora kernoviae	KAF4326311.1 hypothetical protein G195_000140 [Phytophthora kernoviae 00238/432]
Pcub-SC1982_037_000190.1	KAG3174213.1	43.3	785	772	767	1.08e-181	543	98.1	53986	Oomycota	Phytophthora	Phytophthora idaei	KAG3174213.1 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Phytophthora idaei]
Pcub-SC1982_037_000190.1	KAG3120877.1	43.4	781	772	767	1.53e-181	542	98.1	53986	Oomycota	Phytophthora	Phytophthora idaei	KAG3120877.1 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Phytophthora idaei]
Pcub-SC1982_037_000190.1	GMF18720.1	43.4	781	772	767	3.04e-181	541	98.1	1490495	Oomycota	Phytophthora	Phytophthora fragariaefolia	GMF18720.1 unnamed protein product [Phytophthora fragariaefolia]
Pcub-SC1982_037_000190.1	XP_008903203.1	42.9	787	772	767	1.21e-180	540	98.1	761204	Oomycota	Phytophthora	Phytophthora nicotianae	XP_008903203.1 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase [Phytophthora nicotianae INRA-310]
